unix,date,symbol,open,high,low,close,Volume FIL,Volume USDT,tradecount
1619308800000,2021-04-25 00:00:00,FIL/USDT,133.674,137.041,131.800,134.126,1246661.8,167240016.6994,266261
1619222400000,2021-04-24 00:00:00,FIL/USDT,138.674,142.297,131.300,133.613,1800129.4,243042267.2233,387072
1619136000000,2021-04-23 00:00:00,FIL/USDT,145.927,148.038,129.859,138.641,3936109.1,537382520.9079,742382
1619049600000,2021-04-22 00:00:00,FIL/USDT,147.667,157.948,144.273,145.926,2653532.0,397017355.8066,562228
1618963200000,2021-04-21 00:00:00,FIL/USDT,153.893,158.919,147.000,147.645,1967350.6,303625772.8478,427240
1618876800000,2021-04-20 00:00:00,FIL/USDT,154.703,157.581,144.306,153.935,2591932.1,391386916.0931,569396
1618790400000,2021-04-19 00:00:00,FIL/USDT,156.234,164.800,150.399,154.705,2742195.9,432466172.6491,578867
1618704000000,2021-04-18 00:00:00,FIL/USDT,181.061,183.537,127.000,156.234,6180975.7,963547824.0196,1166385
1618617600000,2021-04-17 00:00:00,FIL/USDT,182.931,193.300,176.247,181.032,3725761.4,689426252.5462,741294
1618531200000,2021-04-16 00:00:00,FIL/USDT,170.999,196.465,170.956,182.932,7812454.7,1428801436.2641,1416237
1618444800000,2021-04-15 00:00:00,FIL/USDT,168.534,175.661,167.923,171.012,2691129.8,461359912.9395,529095
1618358400000,2021-04-14 00:00:00,FIL/USDT,164.522,179.850,160.088,168.540,4722518.2,795710186.8852,968609
1618272000000,2021-04-13 00:00:00,FIL/USDT,167.965,169.496,160.420,164.503,2921805.9,483168813.3178,615418
1618185600000,2021-04-12 00:00:00,FIL/USDT,179.490,182.609,159.160,167.978,4355339.5,738996645.1260,849534
1618099200000,2021-04-11 00:00:00,FIL/USDT,174.822,185.104,173.093,179.507,2460324.8,439405947.1007,559864
1618012800000,2021-04-10 00:00:00,FIL/USDT,172.349,189.215,170.833,174.815,5608095.2,1013942627.6446,1090116
1617926400000,2021-04-09 00:00:00,FIL/USDT,154.213,175.996,153.035,172.343,6758986.1,1135504575.1113,1131300
1617840000000,2021-04-08 00:00:00,FIL/USDT,156.313,158.979,146.363,154.216,4476548.5,682913652.7185,830907
1617753600000,2021-04-07 00:00:00,FIL/USDT,165.853,166.705,135.500,156.295,10137892.1,1504626906.6798,1693358
1617667200000,2021-04-06 00:00:00,FIL/USDT,176.619,179.214,163.811,165.806,3100473.5,530244567.8260,654173
1617580800000,2021-04-05 00:00:00,FIL/USDT,183.030,187.293,170.200,176.608,3938084.1,703274313.3357,815920
1617494400000,2021-04-04 00:00:00,FIL/USDT,178.228,193.961,175.343,183.000,7272455.5,1345746762.0523,1324700
1617408000000,2021-04-03 00:00:00,FIL/USDT,172.420,181.808,162.400,178.227,9438588.9,1636368996.8498,1761404
1617321600000,2021-04-02 00:00:00,FIL/USDT,185.547,206.000,160.565,172.388,14570463.5,2672047441.1151,2758395
1617235200000,2021-04-01 00:00:00,FIL/USDT,190.986,238.511,180.000,185.563,26279100.0,5508351222.2432,4949062
1617148800000,2021-03-31 00:00:00,FIL/USDT,149.864,198.427,144.000,190.997,21113337.3,3628775604.1126,3200420
1617062400000,2021-03-30 00:00:00,FIL/USDT,127.510,153.613,125.000,149.858,9683953.8,1360853409.3169,1347925
1616976000000,2021-03-29 00:00:00,FIL/USDT,125.193,130.612,123.701,127.521,4082356.6,520108872.9359,674663
1616889600000,2021-03-28 00:00:00,FIL/USDT,132.375,133.780,119.940,125.187,6944222.9,883535241.8541,1123162
1616803200000,2021-03-27 00:00:00,FIL/USDT,124.643,139.560,120.000,132.395,15890505.8,2067961835.3285,2293424
1616716800000,2021-03-26 00:00:00,FIL/USDT,90.896,129.265,90.896,124.631,12704753.3,1373121991.2239,1620498
1616630400000,2021-03-25 00:00:00,FIL/USDT,85.854,96.305,84.869,90.905,8553508.2,775684271.0623,1086699
1616544000000,2021-03-24 00:00:00,FIL/USDT,82.568,94.966,79.559,85.857,7416547.3,651582660.4399,891862
1616457600000,2021-03-23 00:00:00,FIL/USDT,76.388,85.371,73.133,82.585,4830696.8,385929021.6537,562947
1616371200000,2021-03-22 00:00:00,FIL/USDT,80.676,81.500,75.233,76.387,2401406.2,188691097.1252,316241
1616284800000,2021-03-21 00:00:00,FIL/USDT,82.119,83.380,80.169,80.684,2011222.4,164287770.8929,276378
1616198400000,2021-03-20 00:00:00,FIL/USDT,83.110,86.125,81.500,82.116,2474762.6,206430091.7137,369383
1616112000000,2021-03-19 00:00:00,FIL/USDT,79.629,86.000,75.768,83.081,5573377.1,452268499.2283,817745
1616025600000,2021-03-18 00:00:00,FIL/USDT,88.563,89.747,74.070,79.680,13150071.3,1077101685.5483,1638555
1615939200000,2021-03-17 00:00:00,FIL/USDT,63.671,96.570,62.687,88.563,17324082.8,1331504367.2280,1833025
1615852800000,2021-03-16 00:00:00,FIL/USDT,53.369,64.043,50.681,63.634,4670657.6,268432602.7063,508518
1615766400000,2021-03-15 00:00:00,FIL/USDT,53.869,56.794,51.970,53.380,3908644.9,211025299.6218,417850
1615680000000,2021-03-14 00:00:00,FIL/USDT,49.530,57.559,49.513,53.878,6470222.9,353035969.3715,714268
1615593600000,2021-03-13 00:00:00,FIL/USDT,44.086,52.216,43.508,49.531,4508779.2,217502568.2836,413751
1615507200000,2021-03-12 00:00:00,FIL/USDT,42.307,45.203,42.007,44.090,2913215.8,126685282.7532,266409
1615420800000,2021-03-11 00:00:00,FIL/USDT,42.521,43.191,41.686,42.306,1552123.2,65628857.3213,158824
1615334400000,2021-03-10 00:00:00,FIL/USDT,42.023,44.289,41.040,42.490,2347096.0,99975034.2822,212099
1615248000000,2021-03-09 00:00:00,FIL/USDT,41.591,42.630,41.258,42.014,1363052.6,57071310.1485,130874
1615161600000,2021-03-08 00:00:00,FIL/USDT,41.460,42.000,40.614,41.587,1206471.1,49808587.0667,117641
1615075200000,2021-03-07 00:00:00,FIL/USDT,40.426,42.500,40.291,41.459,1219373.8,50290043.0065,116703
1614988800000,2021-03-06 00:00:00,FIL/USDT,40.470,40.924,38.957,40.421,1070784.6,43054279.6296,119386
1614902400000,2021-03-05 00:00:00,FIL/USDT,40.809,40.848,37.081,40.468,1455589.7,57495289.6800,167858
1614816000000,2021-03-04 00:00:00,FIL/USDT,42.143,43.366,39.853,40.795,2176125.0,90315067.4080,236312
1614729600000,2021-03-03 00:00:00,FIL/USDT,38.242,45.000,38.026,42.143,4122780.7,171916818.0481,375995
1614643200000,2021-03-02 00:00:00,FIL/USDT,38.605,39.045,37.192,38.229,1650467.9,62993928.8008,174692
1614556800000,2021-03-01 00:00:00,FIL/USDT,35.937,39.478,35.651,38.607,1923626.1,71843240.5204,213819
1614470400000,2021-02-28 00:00:00,FIL/USDT,37.895,38.388,34.653,35.942,1964773.4,71032717.2270,195584
1614384000000,2021-02-27 00:00:00,FIL/USDT,35.133,38.807,35.082,37.915,2506162.7,92971367.3742,219878
1614297600000,2021-02-26 00:00:00,FIL/USDT,34.881,36.518,33.194,35.133,1902498.1,66548315.6760,187144
1614211200000,2021-02-25 00:00:00,FIL/USDT,36.583,37.472,34.634,34.890,2233005.0,80277525.3982,183169
1614124800000,2021-02-24 00:00:00,FIL/USDT,35.482,38.209,34.296,36.564,2563151.3,94442758.5831,250019
1614038400000,2021-02-23 00:00:00,FIL/USDT,39.325,39.436,30.443,35.479,5339196.3,188535887.5824,503359
1613952000000,2021-02-22 00:00:00,FIL/USDT,44.691,44.901,30.849,39.318,6902985.7,271159009.3748,663879
1613865600000,2021-02-21 00:00:00,FIL/USDT,43.083,46.050,42.501,44.695,3125664.7,138837012.3413,312793
1613779200000,2021-02-20 00:00:00,FIL/USDT,43.311,49.452,42.000,43.067,6868871.2,311721068.2719,535772
1613692800000,2021-02-19 00:00:00,FIL/USDT,43.493,43.920,41.303,43.274,3573546.6,151894766.7376,230633
1613606400000,2021-02-18 00:00:00,FIL/USDT,43.288,44.589,42.384,43.475,2621099.3,113872214.6774,209564
1613520000000,2021-02-17 00:00:00,FIL/USDT,41.955,44.862,40.266,43.266,3328940.5,141785298.7392,266241
1613433600000,2021-02-16 00:00:00,FIL/USDT,43.005,45.962,40.125,41.955,4300789.2,185861443.6162,363535
1613347200000,2021-02-15 00:00:00,FIL/USDT,47.223,50.899,34.471,42.962,11884244.3,518322523.9489,909264
1613260800000,2021-02-14 00:00:00,FIL/USDT,41.719,52.596,41.390,47.202,9859137.1,465275529.9523,747557
1613174400000,2021-02-13 00:00:00,FIL/USDT,42.732,45.758,39.500,41.702,5497705.8,234282395.5564,410368
1613088000000,2021-02-12 00:00:00,FIL/USDT,40.424,45.000,39.300,42.711,5871626.5,248239593.7983,410385
1613001600000,2021-02-11 00:00:00,FIL/USDT,39.900,43.261,35.363,40.420,6116845.5,246444882.9619,497507
1612915200000,2021-02-10 00:00:00,FIL/USDT,44.240,46.415,34.400,39.900,16219908.4,663587711.8058,1114452
1612828800000,2021-02-09 00:00:00,FIL/USDT,27.751,53.096,27.235,44.293,22016773.1,823073295.6516,1280417
1612742400000,2021-02-08 00:00:00,FIL/USDT,24.085,29.073,23.831,27.753,6677826.4,173296795.9983,408802
1612656000000,2021-02-07 00:00:00,FIL/USDT,24.295,24.689,23.730,24.079,1992557.6,48120913.1541,144083
1612569600000,2021-02-06 00:00:00,FIL/USDT,24.545,25.300,23.730,24.288,2755509.5,67449172.4121,209647
1612483200000,2021-02-05 00:00:00,FIL/USDT,22.921,25.710,22.823,24.545,4585538.6,111031375.1568,291143
1612396800000,2021-02-04 00:00:00,FIL/USDT,23.119,23.367,22.441,22.930,1735079.0,39915079.3098,110685
1612310400000,2021-02-03 00:00:00,FIL/USDT,22.521,23.590,22.469,23.117,1602857.0,36780815.5261,94066
1612224000000,2021-02-02 00:00:00,FIL/USDT,22.659,23.019,22.305,22.525,1249344.9,28274288.7804,89686
1612137600000,2021-02-01 00:00:00,FIL/USDT,22.289,24.178,22.050,22.656,4301069.7,98847584.9838,274877
1612051200000,2021-01-31 00:00:00,FIL/USDT,22.095,22.676,22.064,22.289,1449753.9,32398027.1794,90402
1611964800000,2021-01-30 00:00:00,FIL/USDT,22.344,22.636,21.980,22.098,1094229.9,24349929.5940,86674
1611878400000,2021-01-29 00:00:00,FIL/USDT,21.942,22.949,21.900,22.341,2109924.8,47276732.4622,138268
1611792000000,2021-01-28 00:00:00,FIL/USDT,21.444,22.132,21.328,21.933,977002.5,21375268.7479,79196
1611705600000,2021-01-27 00:00:00,FIL/USDT,22.218,22.252,21.199,21.450,1219345.6,26378160.4713,106330
1611619200000,2021-01-26 00:00:00,FIL/USDT,22.415,22.765,21.789,22.224,1069365.3,23747944.2117,103282
1611532800000,2021-01-25 00:00:00,FIL/USDT,22.724,23.127,22.335,22.415,1312536.8,29838167.0957,110463
1611446400000,2021-01-24 00:00:00,FIL/USDT,22.739,23.190,22.388,22.725,1622248.1,36979082.2204,127612
1611360000000,2021-01-23 00:00:00,FIL/USDT,22.298,23.623,22.166,22.740,2895997.9,66387123.2533,219789
1611273600000,2021-01-22 00:00:00,FIL/USDT,21.330,23.216,20.600,22.303,3955963.5,87768559.9580,293404
1611187200000,2021-01-21 00:00:00,FIL/USDT,22.391,22.777,20.804,21.317,1924732.3,41950956.1607,139934
1611100800000,2021-01-20 00:00:00,FIL/USDT,22.685,23.179,21.677,22.380,2459951.7,55045644.9955,178631
1611014400000,2021-01-19 00:00:00,FIL/USDT,23.828,25.322,22.617,22.670,2727013.1,64681698.6593,167516
1610928000000,2021-01-18 00:00:00,FIL/USDT,24.394,24.999,23.508,23.822,2302781.3,55513217.2526,163590
1610841600000,2021-01-17 00:00:00,FIL/USDT,22.865,26.209,22.445,24.409,6618286.6,162387827.9592,438081
1610755200000,2021-01-16 00:00:00,FIL/USDT,21.561,25.143,21.543,22.866,4191600.5,97465676.3099,220103
1610668800000,2021-01-15 00:00:00,FIL/USDT,21.629,22.302,21.226,21.561,1303510.1,28293386.6246,90336
1610582400000,2021-01-14 00:00:00,FIL/USDT,21.748,22.339,21.390,21.624,1221953.4,26659256.7636,83424
1610496000000,2021-01-13 00:00:00,FIL/USDT,21.017,21.951,20.936,21.740,1039463.1,22321744.4886,84160
1610409600000,2021-01-12 00:00:00,FIL/USDT,21.674,21.945,20.903,21.013,1135955.4,24370337.3160,89502
1610323200000,2021-01-11 00:00:00,FIL/USDT,23.453,23.593,20.878,21.684,2287179.0,49813406.1884,187987
1610236800000,2021-01-10 00:00:00,FIL/USDT,22.086,24.448,22.086,23.458,4002846.1,93148599.9687,262728
1610150400000,2021-01-09 00:00:00,FIL/USDT,21.645,22.710,21.379,22.085,1129865.0,24890156.4328,68629
1610064000000,2021-01-08 00:00:00,FIL/USDT,22.084,22.335,21.155,21.657,1340007.9,29110663.9900,99774
1609977600000,2021-01-07 00:00:00,FIL/USDT,21.986,23.152,21.784,22.101,2147655.5,48108548.3808,128658
1609891200000,2021-01-06 00:00:00,FIL/USDT,21.631,22.678,21.504,21.986,1479141.5,32454702.1225,96760
1609804800000,2021-01-05 00:00:00,FIL/USDT,21.412,22.493,21.000,21.629,1567169.4,33868244.9379,105009
1609718400000,2021-01-04 00:00:00,FIL/USDT,21.486,23.045,20.939,21.415,3137369.9,68422516.6305,168475
1609632000000,2021-01-03 00:00:00,FIL/USDT,21.777,22.049,20.774,21.480,1869400.9,40061369.0438,106954
1609545600000,2021-01-02 00:00:00,FIL/USDT,22.234,23.200,21.226,21.782,1595747.7,35354271.7865,89950
1609459200000,2021-01-01 00:00:00,FIL/USDT,24.357,25.054,21.813,22.233,2330773.9,54223159.5216,140936
1609372800000,2020-12-31 00:00:00,FIL/USDT,21.443,26.316,21.060,24.355,4331026.9,102759702.9432,268940
1609286400000,2020-12-30 00:00:00,FIL/USDT,20.395,22.000,20.161,21.445,1640581.0,35016035.8372,98917
1609200000000,2020-12-29 00:00:00,FIL/USDT,21.950,22.238,19.899,20.400,1498335.4,31239143.2510,105547
1609113600000,2020-12-28 00:00:00,FIL/USDT,22.135,23.091,21.890,21.954,939810.7,21149699.8945,63150
1609027200000,2020-12-27 00:00:00,FIL/USDT,23.571,23.694,22.134,22.134,1045363.2,24010056.9616,72738
1608940800000,2020-12-26 00:00:00,FIL/USDT,24.335,24.350,23.417,23.571,416443.9,9913922.3326,34388
1608854400000,2020-12-25 00:00:00,FIL/USDT,23.692,24.575,23.106,24.342,1439146.3,34291189.4026,93353
1608768000000,2020-12-24 00:00:00,FIL/USDT,22.373,24.457,21.842,23.693,1868814.6,42971817.6857,137428
1608681600000,2020-12-23 00:00:00,FIL/USDT,24.614,24.960,21.223,22.370,2039471.5,47416695.4575,164383
1608595200000,2020-12-22 00:00:00,FIL/USDT,24.977,25.550,24.261,24.611,1662914.5,41295931.7404,125873
1608508800000,2020-12-21 00:00:00,FIL/USDT,28.437,28.445,23.666,24.986,2878901.7,74172477.0702,202496
1608422400000,2020-12-20 00:00:00,FIL/USDT,28.203,28.498,27.946,28.435,494827.6,13972461.1760,40207
1608336000000,2020-12-19 00:00:00,FIL/USDT,28.490,28.900,28.070,28.204,766229.9,21827166.9395,53848
1608249600000,2020-12-18 00:00:00,FIL/USDT,28.481,28.903,28.324,28.490,456713.1,13067523.0966,47634
1608163200000,2020-12-17 00:00:00,FIL/USDT,28.420,29.544,28.284,28.481,1220089.4,35275141.3779,102791
1608076800000,2020-12-16 00:00:00,FIL/USDT,29.127,29.510,27.757,28.427,1148205.1,33158166.5633,102824
1607990400000,2020-12-15 00:00:00,FIL/USDT,29.340,29.800,29.014,29.127,566436.1,16661985.2576,65899
1607904000000,2020-12-14 00:00:00,FIL/USDT,29.972,30.152,29.078,29.326,655848.7,19486830.9198,50366
1607817600000,2020-12-13 00:00:00,FIL/USDT,29.925,30.350,29.871,29.973,484793.6,14586203.9181,38677
1607731200000,2020-12-12 00:00:00,FIL/USDT,29.877,30.328,29.814,29.924,523755.7,15746081.8863,42161
1607644800000,2020-12-11 00:00:00,FIL/USDT,30.550,30.730,29.802,29.878,1309936.4,39629969.1762,105534
1607558400000,2020-12-10 00:00:00,FIL/USDT,30.466,32.480,30.401,30.555,2685081.2,83784041.1979,164785
1607472000000,2020-12-09 00:00:00,FIL/USDT,29.900,31.440,29.594,30.470,2205320.0,67284829.0149,143257
1607385600000,2020-12-08 00:00:00,FIL/USDT,30.505,30.959,29.584,29.900,1609570.8,48924605.0391,109410
1607299200000,2020-12-07 00:00:00,FIL/USDT,29.334,34.021,29.285,30.505,2724477.1,85414697.7955,194985
1607212800000,2020-12-06 00:00:00,FIL/USDT,29.858,30.099,29.010,29.339,428622.2,12652110.1326,37435
1607126400000,2020-12-05 00:00:00,FIL/USDT,28.970,30.150,28.825,29.857,469870.8,13897387.4060,42051
1607040000000,2020-12-04 00:00:00,FIL/USDT,30.436,30.600,28.770,28.983,1006396.7,29944131.1913,75545
1606953600000,2020-12-03 00:00:00,FIL/USDT,30.620,30.946,30.171,30.443,870835.0,26645900.7277,57914
1606867200000,2020-12-02 00:00:00,FIL/USDT,30.337,31.341,30.090,30.628,1068167.5,32748849.5349,81619
1606780800000,2020-12-01 00:00:00,FIL/USDT,30.446,32.059,29.601,30.353,1747667.6,53538235.2046,130284
1606694400000,2020-11-30 00:00:00,FIL/USDT,30.066,30.936,30.048,30.440,1105356.3,33688811.8331,87425
1606608000000,2020-11-29 00:00:00,FIL/USDT,29.965,30.251,29.748,30.058,610317.4,18318854.3949,50829
1606521600000,2020-11-28 00:00:00,FIL/USDT,29.931,30.424,29.662,29.968,729809.2,21921081.7968,68598
1606435200000,2020-11-27 00:00:00,FIL/USDT,29.901,30.494,29.263,29.943,1064136.2,31783313.0698,102817
1606348800000,2020-11-26 00:00:00,FIL/USDT,31.015,32.155,28.300,29.899,3566044.5,106839448.1728,283216
1606262400000,2020-11-25 00:00:00,FIL/USDT,29.795,35.471,29.600,31.005,6087640.2,200284168.9223,430068
1606176000000,2020-11-24 00:00:00,FIL/USDT,29.239,30.971,28.572,29.795,2436595.3,72677509.5687,183848
1606089600000,2020-11-23 00:00:00,FIL/USDT,28.943,29.630,28.727,29.242,1141584.4,33262285.6371,98414
1606003200000,2020-11-22 00:00:00,FIL/USDT,30.020,30.320,28.503,28.942,1320168.0,38651444.3300,123480
1605916800000,2020-11-21 00:00:00,FIL/USDT,29.065,31.235,28.787,29.994,2495619.4,74578168.1561,183834
1605830400000,2020-11-20 00:00:00,FIL/USDT,28.807,30.700,28.473,29.069,1437720.7,42228047.2708,117690
1605744000000,2020-11-19 00:00:00,FIL/USDT,28.820,29.375,28.003,28.808,682504.3,19701030.1319,71676
1605657600000,2020-11-18 00:00:00,FIL/USDT,29.126,29.832,27.343,28.820,1306902.9,37609552.9605,125402
1605571200000,2020-11-17 00:00:00,FIL/USDT,27.399,29.928,27.311,29.113,1986009.6,57530163.4922,166488
1605484800000,2020-11-16 00:00:00,FIL/USDT,27.682,28.011,27.100,27.406,986896.2,27244200.2179,93639
1605398400000,2020-11-15 00:00:00,FIL/USDT,29.261,29.350,27.340,27.684,954972.2,27108206.8612,96563
1605312000000,2020-11-14 00:00:00,FIL/USDT,29.125,29.448,28.401,29.266,794184.6,22978965.9229,80609
1605225600000,2020-11-13 00:00:00,FIL/USDT,29.447,30.056,29.010,29.134,775836.6,22882855.7880,77013
1605139200000,2020-11-12 00:00:00,FIL/USDT,30.057,30.333,28.472,29.463,896517.2,26475993.2947,104160
1605052800000,2020-11-11 00:00:00,FIL/USDT,30.372,30.998,29.290,30.066,1310805.7,39918719.6901,112284
1604966400000,2020-11-10 00:00:00,FIL/USDT,31.172,31.380,30.243,30.366,1655533.9,50940420.6481,143945
1604880000000,2020-11-09 00:00:00,FIL/USDT,30.714,32.171,30.180,31.187,1805987.1,56191859.3552,150211
1604793600000,2020-11-08 00:00:00,FIL/USDT,29.890,31.999,29.500,30.722,1262322.5,38492253.6279,126588
1604707200000,2020-11-07 00:00:00,FIL/USDT,31.675,33.372,29.221,29.889,3912790.0,121991020.9067,265525
1604620800000,2020-11-06 00:00:00,FIL/USDT,29.351,33.291,29.152,31.677,3567553.9,111367920.3987,245701
1604534400000,2020-11-05 00:00:00,FIL/USDT,28.817,30.262,28.300,29.356,2072858.1,60544194.7234,137282
1604448000000,2020-11-04 00:00:00,FIL/USDT,28.825,29.466,28.015,28.823,2333022.3,66855031.8301,157248
1604361600000,2020-11-03 00:00:00,FIL/USDT,29.556,29.649,27.847,28.820,2336767.6,66724211.0662,163499
1604275200000,2020-11-02 00:00:00,FIL/USDT,31.526,31.960,29.305,29.557,2761232.8,83291037.3092,193740
1604188800000,2020-11-01 00:00:00,FIL/USDT,31.190,31.852,30.473,31.544,2423092.2,75234216.1688,169846
1604102400000,2020-10-31 00:00:00,FIL/USDT,29.100,32.738,28.100,31.201,4003763.8,121118702.5749,280972
1604016000000,2020-10-30 00:00:00,FIL/USDT,32.452,32.471,28.400,29.100,5550097.7,166362858.3972,438283
1603929600000,2020-10-29 00:00:00,FIL/USDT,33.450,33.969,31.131,32.452,4289565.0,140838985.3235,325286
1603843200000,2020-10-28 00:00:00,FIL/USDT,34.917,35.900,31.800,33.459,5975538.9,201489749.4280,498057
1603756800000,2020-10-27 00:00:00,FIL/USDT,28.678,37.000,27.880,34.903,8331819.0,273598849.2451,696137
1603670400000,2020-10-26 00:00:00,FIL/USDT,32.925,34.480,27.129,28.649,11686127.2,360911700.4385,933777
1603584000000,2020-10-25 00:00:00,FIL/USDT,24.514,37.240,24.065,32.900,17588994.7,525810944.5202,1330671
1603497600000,2020-10-24 00:00:00,FIL/USDT,23.766,25.550,21.660,24.486,8507454.6,199853354.0584,655530
1603411200000,2020-10-23 00:00:00,FIL/USDT,23.031,25.899,19.765,23.760,9244732.0,206355311.5720,663207
1603324800000,2020-10-22 00:00:00,FIL/USDT,26.400,26.591,22.055,23.058,5930854.4,146009356.3757,496632
1603238400000,2020-10-21 00:00:00,FIL/USDT,29.816,31.517,26.400,26.400,3981233.7,115780131.4823,369429
1603152000000,2020-10-20 00:00:00,FIL/USDT,30.025,30.500,27.834,29.800,3611696.2,105217043.0360,353224
1603065600000,2020-10-19 00:00:00,FIL/USDT,31.527,31.850,26.660,30.080,7205885.4,205525691.5206,671671
1602979200000,2020-10-18 00:00:00,FIL/USDT,34.620,35.590,30.711,31.570,3993747.3,130954874.1909,451871
1602892800000,2020-10-17 00:00:00,FIL/USDT,30.205,37.500,28.100,34.700,6897928.6,223079303.1589,744041
1602806400000,2020-10-16 00:00:00,FIL/USDT,60.455,60.462,24.500,30.318,10257406.6,370397964.5961,890007
