unix,date,symbol,open,high,low,close,Volume LRC,Volume USDT,tradecount
1658275200000,2022-07-20 00:00:00,LRC/USDT,0.45090000,0.45260000,0.44870000,0.44980000,464702.00000000,209226.70540000,1253
1658188800000,2022-07-19 00:00:00,LRC/USDT,0.43140000,0.47500000,0.42050000,0.45090000,57486888.00000000,25685465.82260000,128536
1658102400000,2022-07-18 00:00:00,LRC/USDT,0.37780000,0.45990000,0.37510000,0.43140000,69637789.00000000,29668876.68590000,140629
1658016000000,2022-07-17 00:00:00,LRC/USDT,0.38730000,0.39890000,0.37660000,0.37760000,12244672.00000000,4754000.95850000,25938
1657929600000,2022-07-16 00:00:00,LRC/USDT,0.37670000,0.39140000,0.36820000,0.38720000,11842806.00000000,4501947.68600000,23172
1657843200000,2022-07-15 00:00:00,LRC/USDT,0.38280000,0.39280000,0.37130000,0.37680000,20825017.00000000,7973616.62510000,43924
1657756800000,2022-07-14 00:00:00,LRC/USDT,0.37080000,0.38880000,0.35780000,0.38240000,23088544.00000000,8630465.72100000,38261
1657670400000,2022-07-13 00:00:00,LRC/USDT,0.36050000,0.37520000,0.34540000,0.37090000,21098346.00000000,7602971.52540000,40764
1657584000000,2022-07-12 00:00:00,LRC/USDT,0.39160000,0.39950000,0.35900000,0.36050000,24297853.00000000,9339700.01640000,53279
1657497600000,2022-07-11 00:00:00,LRC/USDT,0.39130000,0.41400000,0.37270000,0.39170000,35088687.00000000,13906048.73720000,76754
1657411200000,2022-07-10 00:00:00,LRC/USDT,0.40560000,0.40610000,0.38280000,0.39090000,12231501.00000000,4828743.21990000,21788
1657324800000,2022-07-09 00:00:00,LRC/USDT,0.40180000,0.41290000,0.39900000,0.40590000,8725020.00000000,3556982.34880000,18560
1657238400000,2022-07-08 00:00:00,LRC/USDT,0.41810000,0.42770000,0.39860000,0.40210000,15212575.00000000,6231743.95920000,34816
1657152000000,2022-07-07 00:00:00,LRC/USDT,0.40900000,0.42410000,0.40440000,0.41790000,14059503.00000000,5836494.15040000,31942
1657065600000,2022-07-06 00:00:00,LRC/USDT,0.40850000,0.41880000,0.40100000,0.40890000,13777432.00000000,5638034.58630000,31302
1656979200000,2022-07-05 00:00:00,LRC/USDT,0.40150000,0.44070000,0.39070000,0.40890000,33125222.00000000,13782116.70960000,72152
1656892800000,2022-07-04 00:00:00,LRC/USDT,0.38070000,0.40220000,0.37220000,0.40090000,9481311.00000000,3679205.36710000,25219
1656806400000,2022-07-03 00:00:00,LRC/USDT,0.37970000,0.38680000,0.36910000,0.38080000,6777063.00000000,2557849.87450000,16791
1656720000000,2022-07-02 00:00:00,LRC/USDT,0.37980000,0.38390000,0.36790000,0.37940000,7934714.00000000,2985068.96800000,21099
1656633600000,2022-07-01 00:00:00,LRC/USDT,0.38560000,0.39700000,0.36870000,0.37970000,15000343.00000000,5702973.10810000,40930
1656547200000,2022-06-30 00:00:00,LRC/USDT,0.39010000,0.39350000,0.35710000,0.38560000,16215554.00000000,6041535.48930000,45696
1656460800000,2022-06-29 00:00:00,LRC/USDT,0.38840000,0.40200000,0.37890000,0.38970000,15205330.00000000,5931469.54110000,43409
1656374400000,2022-06-28 00:00:00,LRC/USDT,0.40720000,0.42610000,0.38500000,0.38840000,13654941.00000000,5538168.06000000,39137
1656288000000,2022-06-27 00:00:00,LRC/USDT,0.40150000,0.42880000,0.39820000,0.40700000,13214231.00000000,5453358.74470000,36010
1656201600000,2022-06-26 00:00:00,LRC/USDT,0.44060000,0.45220000,0.39930000,0.40190000,20307380.00000000,8771642.38370000,48903
1656115200000,2022-06-25 00:00:00,LRC/USDT,0.42510000,0.44620000,0.41360000,0.44040000,22931836.00000000,9888110.95360000,50520
1656028800000,2022-06-24 00:00:00,LRC/USDT,0.40380000,0.43600000,0.40340000,0.42500000,20150279.00000000,8452433.29170000,52649
1655942400000,2022-06-23 00:00:00,LRC/USDT,0.37540000,0.40720000,0.37350000,0.40360000,14942243.00000000,5920314.19800000,41777
1655856000000,2022-06-22 00:00:00,LRC/USDT,0.39300000,0.40190000,0.36830000,0.37520000,18801911.00000000,7197847.46540000,48237
1655769600000,2022-06-21 00:00:00,LRC/USDT,0.37310000,0.42020000,0.36560000,0.39280000,27902965.00000000,11052697.88040000,57942
1655683200000,2022-06-20 00:00:00,LRC/USDT,0.36800000,0.38220000,0.35040000,0.37330000,17394586.00000000,6408569.81530000,37693
1655596800000,2022-06-19 00:00:00,LRC/USDT,0.34190000,0.37660000,0.32720000,0.36780000,24420332.00000000,8574671.43050000,56818
1655510400000,2022-06-18 00:00:00,LRC/USDT,0.37390000,0.38010000,0.31510000,0.34180000,28703885.00000000,9882747.47170000,64822
1655424000000,2022-06-17 00:00:00,LRC/USDT,0.36400000,0.38530000,0.36050000,0.37380000,15459715.00000000,5786523.06110000,38745
1655337600000,2022-06-16 00:00:00,LRC/USDT,0.41180000,0.41800000,0.35530000,0.36360000,31274414.00000000,11824654.11510000,76857
1655251200000,2022-06-15 00:00:00,LRC/USDT,0.37960000,0.41320000,0.33980000,0.41220000,51117483.00000000,18828286.64680000,128678
1655164800000,2022-06-14 00:00:00,LRC/USDT,0.37700000,0.38870000,0.33940000,0.37970000,51023720.00000000,18887313.88450000,125562
1655078400000,2022-06-13 00:00:00,LRC/USDT,0.40510000,0.40850000,0.33800000,0.37700000,56779507.00000000,20804017.80150000,135610
1654992000000,2022-06-12 00:00:00,LRC/USDT,0.44140000,0.44930000,0.40460000,0.40480000,30531391.00000000,12948122.94340000,73704
1654905600000,2022-06-11 00:00:00,LRC/USDT,0.48040000,0.49510000,0.43320000,0.44150000,17725628.00000000,8178585.74650000,50063
1654819200000,2022-06-10 00:00:00,LRC/USDT,0.51210000,0.51450000,0.47280000,0.48060000,17130047.00000000,8405855.72190000,49674
1654732800000,2022-06-09 00:00:00,LRC/USDT,0.51830000,0.53890000,0.50880000,0.51210000,10663769.00000000,5571941.01650000,32479
1654646400000,2022-06-08 00:00:00,LRC/USDT,0.52880000,0.54440000,0.51530000,0.51830000,14869305.00000000,7844090.44320000,43309
1654560000000,2022-06-07 00:00:00,LRC/USDT,0.55210000,0.55330000,0.50810000,0.52840000,28510354.00000000,14996039.87780000,82895
1654473600000,2022-06-06 00:00:00,LRC/USDT,0.50870000,0.59980000,0.50640000,0.55270000,44151483.00000000,24813758.70240000,125886
1654387200000,2022-06-05 00:00:00,LRC/USDT,0.51570000,0.52080000,0.50030000,0.50870000,9884384.00000000,5039141.37750000,29643
1654300800000,2022-06-04 00:00:00,LRC/USDT,0.51690000,0.52220000,0.49700000,0.51560000,14067133.00000000,7182428.64360000,43836
1654214400000,2022-06-03 00:00:00,LRC/USDT,0.55100000,0.55340000,0.50990000,0.51690000,19817010.00000000,10416271.48340000,66810
1654128000000,2022-06-02 00:00:00,LRC/USDT,0.52450000,0.55730000,0.51150000,0.55060000,27639466.00000000,14785443.61200000,95744
1654041600000,2022-06-01 00:00:00,LRC/USDT,0.56670000,0.60090000,0.50640000,0.52470000,51730743.00000000,28967826.09210000,146046
1653955200000,2022-05-31 00:00:00,LRC/USDT,0.57010000,0.57710000,0.52640000,0.56650000,39106579.00000000,21647845.20810000,121523
1653868800000,2022-05-30 00:00:00,LRC/USDT,0.49420000,0.57730000,0.48430000,0.56990000,46093112.00000000,24761644.22710000,142583
1653782400000,2022-05-29 00:00:00,LRC/USDT,0.48310000,0.50160000,0.46590000,0.49420000,24683994.00000000,11927709.40060000,82051
1653696000000,2022-05-28 00:00:00,LRC/USDT,0.47960000,0.49420000,0.46770000,0.48300000,28238191.00000000,13645746.54300000,88502
1653609600000,2022-05-27 00:00:00,LRC/USDT,0.51010000,0.51550000,0.46330000,0.47900000,65652507.00000000,31942957.69640000,199888
1653523200000,2022-05-26 00:00:00,LRC/USDT,0.61450000,0.62750000,0.50290000,0.51000000,79324670.00000000,43691148.18120000,223377
1653436800000,2022-05-25 00:00:00,LRC/USDT,0.55470000,0.63870000,0.55020000,0.61480000,75976324.00000000,44852524.17670000,236221
1653350400000,2022-05-24 00:00:00,LRC/USDT,0.55320000,0.58710000,0.51650000,0.55490000,64881042.00000000,36112630.38800000,189186
1653264000000,2022-05-23 00:00:00,LRC/USDT,0.51240000,0.66690000,0.49410000,0.55310000,125076177.00000000,74624534.00930000,332904
1653177600000,2022-05-22 00:00:00,LRC/USDT,0.49050000,0.51630000,0.48350000,0.51250000,25666046.00000000,12893764.30470000,62490
1653091200000,2022-05-21 00:00:00,LRC/USDT,0.48380000,0.50010000,0.46750000,0.49050000,19820481.00000000,9631693.62730000,56158
1653004800000,2022-05-20 00:00:00,LRC/USDT,0.48510000,0.50960000,0.46020000,0.48390000,30125899.00000000,14644206.71840000,76673
1652918400000,2022-05-19 00:00:00,LRC/USDT,0.45310000,0.48920000,0.44310000,0.48510000,24696923.00000000,11530148.48970000,67322
1652832000000,2022-05-18 00:00:00,LRC/USDT,0.50050000,0.51000000,0.44680000,0.45320000,25678539.00000000,12152507.20640000,72106
1652745600000,2022-05-17 00:00:00,LRC/USDT,0.46650000,0.51300000,0.46470000,0.50070000,24571395.00000000,12022262.18010000,69680
1652659200000,2022-05-16 00:00:00,LRC/USDT,0.51500000,0.51500000,0.45760000,0.46660000,31657103.00000000,15037938.45960000,88048
1652572800000,2022-05-15 00:00:00,LRC/USDT,0.47710000,0.51590000,0.45280000,0.51530000,27360269.00000000,13232840.86200000,68095
1652486400000,2022-05-14 00:00:00,LRC/USDT,0.46520000,0.48730000,0.43080000,0.47680000,31469842.00000000,14464862.13380000,90160
1652400000000,2022-05-13 00:00:00,LRC/USDT,0.39560000,0.53500000,0.38710000,0.46530000,58718247.00000000,28062972.74840000,151409
1652313600000,2022-05-12 00:00:00,LRC/USDT,0.42040000,0.45020000,0.32590000,0.39560000,66248126.00000000,25487380.53115200,152772
1652227200000,2022-05-11 00:00:00,LRC/USDT,0.57310000,0.58920000,0.37990000,0.42080000,83080453.00000000,40682282.25650000,224823
1652140800000,2022-05-10 00:00:00,LRC/USDT,0.54450000,0.63530000,0.52400000,0.57310000,66259475.00000000,38722283.13900000,199477
1652054400000,2022-05-09 00:00:00,LRC/USDT,0.66440000,0.67930000,0.54110000,0.54510000,49658458.00000000,29843401.44150000,149760
1651968000000,2022-05-08 00:00:00,LRC/USDT,0.69410000,0.69930000,0.65350000,0.66460000,23585977.00000000,15985550.33780000,83424
1651881600000,2022-05-07 00:00:00,LRC/USDT,0.72480000,0.72740000,0.67610000,0.69410000,14445523.00000000,10214847.98010000,58364
1651795200000,2022-05-06 00:00:00,LRC/USDT,0.74240000,0.75700000,0.70350000,0.72520000,24945172.00000000,18130374.62000000,101051
1651708800000,2022-05-05 00:00:00,LRC/USDT,0.81640000,0.85570000,0.71100000,0.74260000,43966962.00000000,34364455.07320000,157583
1651622400000,2022-05-04 00:00:00,LRC/USDT,0.72270000,0.82200000,0.71870000,0.81620000,25850827.00000000,19734638.38050000,90455
1651536000000,2022-05-03 00:00:00,LRC/USDT,0.74730000,0.78250000,0.70950000,0.72260000,25447802.00000000,18859112.83680000,84325
1651449600000,2022-05-02 00:00:00,LRC/USDT,0.74380000,0.78180000,0.70320000,0.74730000,28728268.00000000,21102881.21920000,94279
1651363200000,2022-05-01 00:00:00,LRC/USDT,0.68100000,0.76140000,0.67140000,0.74400000,26019726.00000000,18679660.37780000,82506
1651276800000,2022-04-30 00:00:00,LRC/USDT,0.78920000,0.79640000,0.64530000,0.68110000,29639139.00000000,21832979.59050000,92582
1651190400000,2022-04-29 00:00:00,LRC/USDT,0.84190000,0.84640000,0.76690000,0.78900000,17488593.00000000,14152588.76650000,64894
1651104000000,2022-04-28 00:00:00,LRC/USDT,0.85700000,0.86790000,0.82400000,0.84200000,20721496.00000000,17536236.44910000,68621
1651017600000,2022-04-27 00:00:00,LRC/USDT,0.82020000,0.87010000,0.81370000,0.85690000,14819024.00000000,12580006.15790000,58827
1650931200000,2022-04-26 00:00:00,LRC/USDT,0.89060000,0.90390000,0.80620000,0.82020000,18506455.00000000,15828997.35460000,74404
1650844800000,2022-04-25 00:00:00,LRC/USDT,0.89380000,0.89610000,0.83460000,0.89040000,23753201.00000000,20506874.49140000,93396
1650758400000,2022-04-24 00:00:00,LRC/USDT,0.92480000,0.94120000,0.88540000,0.89350000,15872621.00000000,14480844.28670000,63640
1650672000000,2022-04-23 00:00:00,LRC/USDT,0.95890000,0.98430000,0.91560000,0.92470000,17804347.00000000,16781271.18190000,78328
1650585600000,2022-04-22 00:00:00,LRC/USDT,0.92100000,0.98850000,0.91200000,0.95890000,36778530.00000000,35086418.35720000,148946
1650499200000,2022-04-21 00:00:00,LRC/USDT,0.95350000,0.98210000,0.89620000,0.92100000,28172628.00000000,26625516.71520000,109025
1650412800000,2022-04-20 00:00:00,LRC/USDT,0.95990000,1.04090000,0.92950000,0.95350000,52938693.00000000,52361729.10110000,179282
1650326400000,2022-04-19 00:00:00,LRC/USDT,0.93000000,0.97890000,0.92200000,0.95950000,28964137.00000000,27396856.03200000,111321
1650240000000,2022-04-18 00:00:00,LRC/USDT,0.85260000,0.96000000,0.82470000,0.93040000,44606963.00000000,40221221.51660000,139892
1650153600000,2022-04-17 00:00:00,LRC/USDT,0.90300000,0.90790000,0.84770000,0.85280000,10615116.00000000,9409321.20060000,34633
1650067200000,2022-04-16 00:00:00,LRC/USDT,0.89550000,0.91970000,0.88120000,0.90300000,10145712.00000000,9091879.98390000,35623
1649980800000,2022-04-15 00:00:00,LRC/USDT,0.88480000,0.90380000,0.87230000,0.89540000,9270872.00000000,8243060.59130000,30670
1649894400000,2022-04-14 00:00:00,LRC/USDT,0.92100000,0.94780000,0.86780000,0.88460000,17288653.00000000,15641168.83790000,56866
1649808000000,2022-04-13 00:00:00,LRC/USDT,0.91240000,0.92750000,0.88850000,0.92030000,16527216.00000000,15052929.26850000,54326
1649721600000,2022-04-12 00:00:00,LRC/USDT,0.85200000,0.92260000,0.83820000,0.91210000,25684412.00000000,22803346.09800000,89822
1649635200000,2022-04-11 00:00:00,LRC/USDT,0.96010000,0.96400000,0.83550000,0.85210000,30585919.00000000,27399896.02510000,103848
1649548800000,2022-04-10 00:00:00,LRC/USDT,1.00770000,1.01430000,0.95530000,0.96030000,14093354.00000000,13948488.02570000,50258
1649462400000,2022-04-09 00:00:00,LRC/USDT,0.96210000,1.02640000,0.96000000,1.00730000,14395543.00000000,14256160.20980000,55529
1649376000000,2022-04-08 00:00:00,LRC/USDT,1.01810000,1.04900000,0.95230000,0.96280000,22511324.00000000,22617133.77230000,80591
1649289600000,2022-04-07 00:00:00,LRC/USDT,0.96640000,1.03940000,0.95120000,1.01920000,27726834.00000000,27836022.82370000,98480
1649203200000,2022-04-06 00:00:00,LRC/USDT,1.10470000,1.10810000,0.96290000,0.96680000,41795340.00000000,43108680.97150000,158157
1649116800000,2022-04-05 00:00:00,LRC/USDT,1.14090000,1.19500000,1.10110000,1.10460000,34518344.00000000,39799797.66650000,112777
1649030400000,2022-04-04 00:00:00,LRC/USDT,1.18670000,1.18690000,1.07850000,1.14120000,29830880.00000000,33989125.23640000,109734
1648944000000,2022-04-03 00:00:00,LRC/USDT,1.13910000,1.20370000,1.11460000,1.18670000,29080672.00000000,33959304.16360000,95970
1648857600000,2022-04-02 00:00:00,LRC/USDT,1.18680000,1.22990000,1.13540000,1.13920000,38042991.00000000,45122893.13610000,128968
1648771200000,2022-04-01 00:00:00,LRC/USDT,1.16450000,1.22700000,1.09820000,1.18660000,64248330.00000000,74893350.94340000,196054
1648684800000,2022-03-31 00:00:00,LRC/USDT,1.26990000,1.34000000,1.13510000,1.16480000,96378309.00000000,119737927.22140000,325490
1648598400000,2022-03-30 00:00:00,LRC/USDT,1.28430000,1.32700000,1.21160000,1.26990000,84454679.00000000,106401575.08930000,296953
1648512000000,2022-03-29 00:00:00,LRC/USDT,1.12950000,1.36200000,1.12620000,1.28460000,187522327.00000000,237420993.61990000,586939
1648425600000,2022-03-28 00:00:00,LRC/USDT,1.10470000,1.27810000,1.07420000,1.12940000,182241160.00000000,216129395.64040000,538610
1648339200000,2022-03-27 00:00:00,LRC/USDT,1.06510000,1.14550000,1.04000000,1.10490000,89185931.00000000,97209525.24930000,250824
1648252800000,2022-03-26 00:00:00,LRC/USDT,1.05700000,1.17590000,1.04240000,1.06520000,90755089.00000000,100497658.69370000,257362
1648166400000,2022-03-25 00:00:00,LRC/USDT,1.08100000,1.18480000,1.02980000,1.05680000,92777829.00000000,102935132.83390000,255063
1648080000000,2022-03-24 00:00:00,LRC/USDT,1.16970000,1.20200000,1.03890000,1.08100000,151827886.00000000,166630650.64110000,441498
1647993600000,2022-03-23 00:00:00,LRC/USDT,0.80710000,1.23220000,0.80600000,1.16970000,405447129.00000000,447253789.11020000,1151007
1647907200000,2022-03-22 00:00:00,LRC/USDT,0.80680000,0.85220000,0.78500000,0.80710000,44828803.00000000,37097486.05780000,116586
1647820800000,2022-03-21 00:00:00,LRC/USDT,0.82240000,0.85530000,0.80010000,0.80660000,46133948.00000000,38020966.57260000,113101
1647734400000,2022-03-20 00:00:00,LRC/USDT,0.93390000,0.96110000,0.81400000,0.82230000,91429000.00000000,79705140.06190000,261415
1647648000000,2022-03-19 00:00:00,LRC/USDT,0.72750000,0.95900000,0.72570000,0.93370000,114275782.00000000,99304779.61890000,316020
1647561600000,2022-03-18 00:00:00,LRC/USDT,0.70670000,0.74410000,0.68670000,0.72750000,32046402.00000000,22804035.64680000,63723
1647475200000,2022-03-17 00:00:00,LRC/USDT,0.71520000,0.73980000,0.70540000,0.70670000,20737422.00000000,14905553.93260000,44905
1647388800000,2022-03-16 00:00:00,LRC/USDT,0.67560000,0.71740000,0.67100000,0.71520000,25698204.00000000,17802626.59860000,62558
1647302400000,2022-03-15 00:00:00,LRC/USDT,0.69770000,0.70250000,0.65170000,0.67530000,33257805.00000000,22317876.34150000,56407
1647216000000,2022-03-14 00:00:00,LRC/USDT,0.68020000,0.70190000,0.67110000,0.69780000,12125594.00000000,8343243.96420000,30984
1647129600000,2022-03-13 00:00:00,LRC/USDT,0.69040000,0.72050000,0.67130000,0.68030000,11996933.00000000,8379587.60100000,33126
1647043200000,2022-03-12 00:00:00,LRC/USDT,0.69750000,0.71140000,0.68880000,0.69010000,8344942.00000000,5874310.35340000,24836
1646956800000,2022-03-11 00:00:00,LRC/USDT,0.71790000,0.72370000,0.69350000,0.69770000,19257377.00000000,13639616.98200000,50244
1646870400000,2022-03-10 00:00:00,LRC/USDT,0.74080000,0.74340000,0.68810000,0.71790000,25441185.00000000,17991480.21350000,70005
1646784000000,2022-03-09 00:00:00,LRC/USDT,0.73370000,0.76510000,0.73090000,0.74050000,24073058.00000000,18086740.20480000,60834
1646697600000,2022-03-08 00:00:00,LRC/USDT,0.70450000,0.74570000,0.69690000,0.73380000,24805624.00000000,18038663.00640000,60874
1646611200000,2022-03-07 00:00:00,LRC/USDT,0.71640000,0.73890000,0.67520000,0.70470000,26337269.00000000,18547893.04730000,62516
1646524800000,2022-03-06 00:00:00,LRC/USDT,0.75990000,0.76790000,0.70970000,0.71620000,18233372.00000000,13490117.61510000,45328
1646438400000,2022-03-05 00:00:00,LRC/USDT,0.73420000,0.77620000,0.71360000,0.75990000,22640890.00000000,17050975.75980000,54241
1646352000000,2022-03-04 00:00:00,LRC/USDT,0.78170000,0.78590000,0.71990000,0.73430000,26726893.00000000,20205342.55810000,61769
1646265600000,2022-03-03 00:00:00,LRC/USDT,0.81040000,0.81690000,0.75970000,0.78220000,26856418.00000000,21226633.49920000,60869
1646179200000,2022-03-02 00:00:00,LRC/USDT,0.83570000,0.86850000,0.78890000,0.81050000,39255515.00000000,32285730.88750000,92443
1646092800000,2022-03-01 00:00:00,LRC/USDT,0.82450000,0.86370000,0.79040000,0.83560000,38686229.00000000,31914406.77650000,98065
1646006400000,2022-02-28 00:00:00,LRC/USDT,0.72780000,0.83040000,0.71530000,0.82480000,31196090.00000000,23888860.22790000,80772
1645920000000,2022-02-27 00:00:00,LRC/USDT,0.77000000,0.78680000,0.71000000,0.72760000,31185632.00000000,23516180.63300000,81285
1645833600000,2022-02-26 00:00:00,LRC/USDT,0.77770000,0.82250000,0.75860000,0.76990000,22832348.00000000,17859526.27000000,66454
1645747200000,2022-02-25 00:00:00,LRC/USDT,0.74100000,0.78500000,0.71770000,0.77760000,35050779.00000000,26360905.35040000,88934
1645660800000,2022-02-24 00:00:00,LRC/USDT,0.75270000,0.77720000,0.62680000,0.74050000,84221776.00000000,57888366.29190000,205623
1645574400000,2022-02-23 00:00:00,LRC/USDT,0.80180000,0.83120000,0.74920000,0.75270000,30200273.00000000,24004268.92720000,81997
1645488000000,2022-02-22 00:00:00,LRC/USDT,0.74210000,0.81160000,0.72490000,0.80200000,34204928.00000000,26398630.79520000,93287
